_id,urls,job_name,company_name,salary,end_date,address,posted_date,job_function,job_industry,job_level,skill,preferred_language,job_description,job_requirements
661621edbb86ac211a66ea9e,https://www.vietnamworks.com/it-team-lead--1757671-jv?source=searchResults&searchType=2&placement=1757721&sortBy=latest,IT Team Lead,"Bbmsl (Viet Nam) CO., LTD",$3000 - $4500,2024-04-25,,26/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , Phần Mềm Máy Tính",Phần Mềm CNTT/Dịch vụ Phần mềm,Nhân viên,"English Communication, Java, AWS API Gateway, ReactJS, Microservices Architecture",Tiếng Anh,"Duties & Responsibilities:, •\tDesign & develop software solutions that meet business requirement., •\tCoach junior developers to deliver secure software solution in highest quality, •\tDraft and review documentation produced during SDLC, such as functional and design specification, test plan, operation manual, •\tRefactoring and continuous improvements of the code and processes","Professional Qualification & Training:, •\tDegree or above in Computer Engineering/Science, or related disciplines, •\tAt least 7 years working experience in software development, •\tProfessional experience in payment/banking related product development projects, •\tHands-on experience in both frontend & backend technologies, in particular ReactJS, Java, Spring Framework, AWS, •\tFamiliar with Microservice Architecture and API design, •\tGood knowledge on AWS cloud technology, information security and cryptography is a huge plus., •\tGood command of written and spoken English"
661621edbb86ac211a66ea9f,https://www.vietnamworks.com/firmware-test-engineers-1740019-jv?source=searchResults&searchType=2&placement=1740019&sortBy=latest,Firmware Test Engineers,Hcltech Vietnam,Thương lượng,2024-04-17,"Hanoi: Level 13-17, Leadvisors Tower, 643 Pham Van Dong Street, Co Nhue Ward, North Tu Liem District, Hanoi, Vietnam, 100000 HCMC: Level 11, Five Star Tower, 28Bis Mac Dinh Chi Street, Da Kao Ward, District 1, HCMC, Vietnam, 700000",18/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , Phần Mềm Máy Tính",Phần Mềm CNTT/Dịch vụ Phần mềm,Nhân viên,"Firmware, Firmware Test, Embedded",Tiếng Anh,"***Note:, - We highly appreciate your interest in this position of HCLTech Vietnam. After reviewing all applications, only qualified candidates will be contacted for the next steps within 15 days from date of submission., - Job is open for Vietnamese only., DUTY & RESPONSIBILITIES, - Looking for highly motivated validation engineers with background in firmware development, integration and validation in embedded systems and test automation., - Owns coordination, Integration, validation (including validation environment), and debugging of system software specifically in UEFI/BIOS, BMC and SoC firmware domains within a server architecture., BENEFITS, 18 paid leaves per year (including 12 annual leaves + 6 personal leaves)., Insurance plan based on full salary + 13th salary + Performance Bonus., 100% full salary in probation period., Medical Benefit (Personal) and Family based on levels., Working in a fast paced, flexible, and multinational working environment., Chance to travel onsite (in 49 countries)., Internal Training (Technical & Functional, English) depends on requirements., Working from Mondays to Fridays.","MAIN REQUIREMENTS, - BE/B-Tech in Electronics Electrical Engineering or Computer Science with 3 –7 + years of experience., - Experience developing C/C++, Python, Power shell or any other scripting languages test content., - Familiar with developing Test Automation Frameworks (Robot framework)., - Has ability to create Firmware test cases to validate features in the firmware., - Write automation test script for FW validation., - Run the automation, prepare test reports., - Triage and debug the failure in the test reports., - Configure network devices, install hardware, setup test environment., - Setup the environment and reproduce issue and collect information for Firmware developer., - Be able to use English at work."
661621edbb86ac211a66eaa5,https://www.vietnamworks.com/tuyen-nhan-vien-it-network-application-officer-1752954-jv?source=searchResults&searchType=2&placement=1753004&sortBy=latest,Tuyển Nhân Viên IT (Network/application Officer),Star Fashion Company LTD.,Thương lượng,2024-04-13,"Lot CN-B4, Phu Nghia Industrial Zone, Chuong My district, Ha Noi",14/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , IT Support/Help Desk",Sản xuất,Nhân viên,"Network Administration, Azure Networking, IT Hardware, IT Application, SQL",Bất kỳ,"He is A Network Administrator who has many duties and responsibilities specified as bellow., 1. Network:, • Maintaining computer networks and systems including software, mainframes, VPNs, routers and other physical hardware, • Installing and configuring network equipment to update or fix hardware or software issues, • Updating virus protection software to keep data and communications protected, • Monitoring computer systems to improve network performance for computer systems and networks, • Communicating networking issues to other employees and management, especially in training new users, • Fixing software and hardware configuration issues for users on-demand or from inspection of the systems, • Regularly monitor the status of servers, and other infrastructure hardware (Switch, Firewall, Nports…). If there is any problem, it must be immediately reported to the Supervisor/manager for handling, 2. Application:, • In STF we have one Production system (ETS ). So he should be a master of ETS application to train users, consult users, and fix issues as well.  He also can fix ETS equipment (Terminal ) and train workers to use terminals.","JOB REQUIREMENTS, • Proficient in working independently and collaboratively on IT activities such as Networking and hardware support., • Experienced in working with Information Technology applications like ERP production, with proficiency in SQL programming language., • Fluent in English., • Experience working in a garment company., *** Interest:, • Attractive salary (100% full payment during probation time), • 14 days of annual leave, • Shuttle bus from Hanoi Center, • Good career path development, • Other policies under the Labor Code of Vietnam (social insurance, medical insurance, unemployment insurance.....), • Friendly, motivated and dynamic working environment"
661621edbb86ac211a66eaaf,https://www.vietnamworks.com/it-application-support-staff--1750839-jv?source=searchResults&searchType=2&placement=1751039&sortBy=latest,IT Application Support Staff,Công Ty TNHH Ô Tô Mitsubishi Việt Nam,Thương lượng,2024-04-07,"561A Điện Biên Phủ, Phường 25, Bình Thạnh, Hồ Chí Minh, Việt Nam",08/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , IT Support/Help Desk",Ô tô,Nhân viên,"Technical Support, SaaS, Application Support, Data Management, C#",Tiếng Anh,"1.\tTechnical Support and Issue Resolution:, •\tProvide technical support for web and SaaS applications, troubleshooting and resolving user issues., •\tAct as a liaison between end-users and development teams to ensure prompt and effective issue resolution., •\tDocument and maintain up-to-date records of application issues, resolutions, and processes., •\tProvide IT helpdesk support to users, resolving basic IT issues, and escalating complex issues to appropriate teams., •\tProvide training and support to users on software applications and systems., 2.\tApplication Administration and Maintenance:, •\tAssist in the administration of CRM, DMS, and other systems, ensuring smooth operation and efficiency., •\tContinuously monitor and analyze application performance, identifying areas for improvement., •\tParticipate in the testing and implementation of new application releases., ""•\tAssist in the development and maintenance of the companys Intranet site based on Microsoft SharePoint Online."", 3.\tProject Coordination and Collaboration:, •\tGather requirements for new projects and collaborate with development teams, •\tEnsure projects are delivered on time and within budget., •\tWork closely with other teams, such as sales and marketing, to align application systems with business objectives., 4.\tContinuous Learning and Technological Awareness:, •\tKeep up-to-date with the latest technologies and trends in application development and support.","""-\tEducation: Bachelors degree in Computer Science/Information Technology or related field"", -\tExperience: 1-2 years of experience in a similar role, preferably in a software development or IT support environment. Basic IT helpdesk experience, including troubleshooting and resolving technical issues, -\tKnowledge:, •\tUnderstanding of web applications and Software-as-a-Service (SaaS) concepts, •\tBasic knowledge of programming languages such as JS, C#, Python, •\tFamiliarity with database management systems like MSSQL, MySQL, •\tExperience with Microsoft SharePoint, Power Automate is a plus., -\tRequired skills:, •\tGood English proficiency (all 4 skills), •\tEffective communication and interpersonal skills to interact with end-users and software, -\tOther (if any): Flexibility and willingness to learn new technologies and processes, Benefits:, -\tCompetitive salary, -\tTransportation & meal allowances, -\tAnnual performance & salary review; salary increment due to inflation, -\tTotal annual bonus from 1.5 - 6 months, -\tPremium health care package, -\tAdditional public holiday days-off, ** Notes: Please include your profile picture and expected salary in your CVs"
661621edbb86ac211a66eab6,https://www.vietnamworks.com/net-core-backend-engineer--1754877-jv?source=searchResults&searchType=2&placement=1754977&sortBy=latest,.NET Core Backend Engineer,Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,Tới $2100,2024-04-18,"Tầng 5, Pax Sky, 63-65 Ngô Thì Nhậm, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, TP Hà Nội, Việt Nam",19/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , Phần Mềm Máy Tính",Phần Mềm CNTT/Dịch vụ Phần mềm,Nhân viên,"C#, Agile, Kafka, Business Analysis, .Net Core",Tiếng Anh,"""As part of Technology Innovations CoE - supervised by the Engineering Manager & advised by the firms CTO, youll also check in with the team daily on the project, collecting information from other products to remain in sync with the entire eco-system in an Agile mindset & strong-Tech Startup environment culture. (Silicon Valley style Tech-startup)"", We are creating a comprehensive Cross-border eCommerce Platform that features solutions for Storefront, Payment Gateway, Inventory, Catalogs, Logistics, Marketing Insights, CRM... Here are some examples:, Develop a Storefront solution, Centralize payment gateways for managing transactions and after payment business (such as: refund, chargebacks, claims, inquiry,..), Integrate various 3rd services to operate a complete supply-chain system including inventory, catalogs, logistics tracking, and more..., Convert raw data from marketing campaigns, transactions, user behavior, etc. into insights beneficial and significant for business operations., Plus, numerous other opportunities await your input., In addition to development tasks, collaboration with other firm’s CoE is crucial to comprehend issues within their specific sectors. Thus, from a technical standpoint, you will propose solutions to help them improve consistently every day., * RESPONSIBILITIES, - Participate in Requirements Analysis & Technical Specification in Agile/Scrum development process, - Develop clean, scalable code using .NET Core in Micro-service Architecture & Cloud-native, - Develop backend Data-storage & Data-flows with Postgres, ES, Kafka and various Cloud data toolset, - Test and deploy system (micro-)services & (micro-)apps on AWS EKS/Kubernetes with Docker toolset, - Improve existing system: revising, updating, refactoring and debugging code, - Develop documentation throughout the software development life cycle (SDLC), - Serve as an expert on the system and provide technical support to other Internal teams","* REQUIREMENTS & SKILLS, - Bachelor’s degree in computer programming, computer science, or a related field, - At least 3+ years of development experience, - C#, .NET, .NET Core, ASP.NET Core, Entity Framework Core, LINQ, - Relational database modeling & design with Postgres, - Knowledge of Microservices, Clean-code, Clean-Architecture & SOLID principles, - Understanding of Agile/Scrum methodologies, - Preferred (but not required), + Document DB modeling & design with Elasticsearch, + Object Storages with AWS S3, + Message Queues with KAFKA & Message Queue, + Messaging with Sendgrid, Twilio, AWS SNS,…, + Having experience in Cloud Native Computing, + DevOps, SysOps in AWS and Git CI/CD experience, + HTML5/CSS3, JS/Typescript, React.js/Vue.js, Node.js, + English proficiency, * BENEFITS, At Crossian, our people are the key to our success. We believe in creating an attractive total compensation package (TCP) that not only retains employees but allows them to excel in their profession. These include:, - Competitive gross salary (17-52 million VNĐ depending on what you bring to the table), - Full salary during probation, - 12 days work-from-home & 12 days of paid annual leave, - Extra seniority paid annual leave, - Global health insurance package for yourself and direct family members, - Guaranteed 13th month salary, - Quarterly bonus & Year-end bonus as part of our profit sharing program, - A Pantry & a Crossian Cafe stocked with goodies, ready to serve, - Lots of other company benefits including 5-star annual company trip, budget for frequent team building activities and other monthly / quarterly / annual company events, - General company T&D Program + dedicated T&D budget for managers, ""- Other benefits in accordance to Companys Policy and Vietnam Labor Laws"""
661621edbb86ac211a66eac3,https://www.vietnamworks.com/senior-business-analyst-officer-1757934-jv?source=searchResults&searchType=2&placement=1757934&sortBy=latest,Senior Business Analyst Officer,LOTTE Finance Vietnam Co. LTD,Thương lượng,2024-04-25,LOTTE CENTER HANOI,26/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , Phân Tích Kinh Doanh/Phân Tích Hệ Thống",Tài Chính,Nhân viên,"IT Software, Business Analysis, Banking, Finance, IT Recruitment",Bất kỳ,"• Elicits and documents existing processes and recommend solutions for improvement., • Performs the requirements management process., • Facilitates meetings between business units, IT and project managers to clarify the business requirements., • Write the business requirement docunmet (BRD) and SRS ., • Validates the business requirements with the business owners of the application to meet the business needs., • Assists business departments., • Generate weekly business analysts status reports for each of their assignments., • Assists with performing data analysis as requested., • Assists with preparing executive summaries and reports as needed., • Facilitate or provide any information needed for the business to update their process and procedures based on the project initiatives., • Other duties as assigned by management.","• Bachelor’s Degree., * Have experience about Core system or Credit Card system, • Minimum five (5) years information technology experience preferred., • Minimum three (3) years experience in business analysis, systems installation, implementations, development, and/or quality assurance preferred., • Demonstrated knowledge of Business Analysis Knowledge Areas; basic understanding of system design concepts; knowledge of software usability principles, understanding of testing principles and processes; ability to write and review test cases., • Solid understanding of data types and relational database systems (Oracle, PL/SQL)."
661621edbb86ac211a66eacb,https://www.vietnamworks.com/tuyen-gap-nhan-vien-it-phan-mem-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1--1756712-jv?source=searchResults&searchType=2&placement=1756712&sortBy=latest,Tuyển Gấp Nhân Viên IT - Phần Mềm,Công Ty TNHH Điện Tử UMC Việt Nam,$400 - $500,2024-04-21,KCN Tân Trường - Cẩm Giàng - Hải Dương,22/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , Phần Mềm Máy Tính",Điện/Điện tử,Nhân viên,"Data Management, SAP, Điện Tử",Tiếng Việt,"*Phát triển và lập trình các phần mềm hỗ trợ sản xuất, thay thế các công đoạn làm thủ công bằng excel., * Phát triển phần mềm theo yêu cầu của các bộ phận liên quan., * Phát triển các hệ thống IOT, số hóa trong nhà máy., * Chủ động nghiên cứu và học hỏi các công nghệ mới để cải tiến và hỗ trợ công việc trong công ty.","* Nam hoặc Nữ, Tốt nghiệp Đại Học chuyên ngành IT., * Hiểu biết ngôn ngữ lập trình C#, Java, ASP.net., * Không yêu cầu kinh nghiệm, ưu tiên sinh viên mới ra trường., ***Khi trở thành một thành viên của UMCVN, bạn sẽ được hưởng những quyền lợi sau:, 1. Cơ hội thăng tiến cao: Tổ chức đánh giá, xét duyệt tăng chức hàng năm, 2. Lương, - Lương theo thỏa thuận. Ngoài lương, còn được hưởng thêm các trợ cấp khác: trợ cấp đi lại, trợ cấp chuyên cần, trợ cấp ngoại ngữ, trợ cấp tăng ca, trợ cấp con nhỏ....., - Tăng lương ít nhất mỗi năm 1 lần, 3. Thưởng, - Thưởng tết âm lịch : Ít nhất 1 tháng lương, - Hỗ trợ tiền đi lại nhân dịp nghỉ Lễ: 30/4 - 1/5, 2/9..., - Tặng quà vào các dịp: Tết trung thu, 08/03...., 4. Chế độ phúc lợi, - Công ty trả tiền bữa ăn chính, ăn phụ, - Khám sức khỏe định kỳ miễn phí, - Tham gia BHXH, BHYT, BHTN, - Ngày nghỉ: Ít nhất 6 ngày/ tháng + 12 ngày phép/ năm và các ngày nghỉ Lễ, Tết, - Chất lượng bữa ăn ngon. Suất ăn đặc biệt vào thứ 2 hàng tuần và ngày cảm tạ của công ty. Bữa ăn chính được lấy đồ ăn thêm. Suất ăn đặc biệt dành cho người mang thai, - Tổ chức các sự kiện trong dịp cuối năm hoặc nghỉ lễ quốc gia như Noel party, cuộc thi người đẹp... và bốc thăm trúng thưởng với nhiều phần quà lớn như: xe máy, tivi, tủ lạnh, máy giặt..., 5. Môi trường làm việc, - Môi trường làm việc sạch sẽ, không tiếng ồn, an toàn và chuyên nghiệp, - Trang bị hệ thống điều hòa làm mát 2 chiều, - Trang bị phòng nghỉ, có siêu thị UMC, - Tất cả nhân viên đều thân thiện, giúp đỡ nhau trong công việc., ***Ghi chú: Ứng viên ứng tuyển bằng cách ấn nút ""NỘP ĐƠN"" trên góc bên phải và gửi CV đến chúng tôi qua Vietnamworks., Khi gửi CV ứng viên vui lòng cung cấp đầy đủ số CMND."
661621edbb86ac211a66eace,https://www.vietnamworks.com/support-lead-1739983-jv?source=searchResults&searchType=2&placement=1739983&sortBy=latest,Support Lead,One Mount,Thương lượng,2024-04-24,"Times City, Hanoi",25/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , Phần Mềm Máy Tính",Phần Mềm CNTT/Dịch vụ Phần mềm,Nhân viên,"JavaScript, English, SaaS, Cloud, Treasury Operations",Bất kỳ,"Join a dynamic team of Professional Services experts committed to empowering organizations with greater control over treasury, risk, and liquidity operations., Responsibilities:, •\tLead and mentor a team of support consultants, providing guidance on issue investigation, analysis, and communication., •\tImplement and enforce support service best practices for efficient ticket management., •\tTriage the incoming support ticket queue in Ticketing Tool, ensuring equitable distribution of workload among team members., •\tAssign and respond to tickets promptly, adhering to established SLAs., •\tMonitor and enforce duty coverage within the team for timely customer responses., •\tDemonstrate the ability to multitask and manage multiple priorities simultaneously throughout the day., ""•\tRegularly review the support consultants ticket queue, providing coaching and assistance in progressing issue investigations."", •\tEnsure tickets are appropriately followed up, updated, and closed in adherence to best practices., •\tAct as the go-to person for escalations, collaborating with other engineering teams through the problem management process., •\tParticipate in conference calls with customers to address escalated issues and assist assigned support consultants., •\tActively participate in incident management, joining internal crisis bridges, providing analysis, investigation input, and aiding in resolution and customer communication., •\tLiaise with Platform Provider’s Development Operations and Product teams following the Platform Provider’s problem and change processes., •\tAbility to troubleshoot issues and provide clear explanations on resolving problems in a time-sensitive environment., •\tLead regular meetings, presenting KPI reports, ongoing efforts, and addressing current high-priority items., •\tReport team status to the Management Team and proactively manage potential escalations., •\tProvide guidance to support team members on Treasury industry standards, including coaching, product training, and onboarding of new team members., ""•\tConduct quarterly evaluations of Client Support consultants service performance."", •\tPeriodic support and service aggregates including statistics on service SLA, support quality, customer feedback/comments etc., •\tAssist with Implementations whenever there is a client that cannot be implemented by the vendor directly","Requirements, •\tBachelor or Graduate degrees in Business, Finance, Accounting or Computer Science or relevant work experience., •\tOver 3 to 5 years of experience in a support management role, •\tKnowledge of cash management, bank reporting, cash positioning and forecasting, payments (domestic and/or international), in-house banking, financial transactions pertaining to debt, investments and foreign exchange and general ledger mappings and processing a plus, •\tFamiliarity or experience with treasury management systems, treasury operations or portfolio management is a plus., •\tExperience working in a support type role for a software company that provides SaaS or Cloud based solutions is a plus., •\tKnowledge of and/or experience in REST, Javascript, Java, HTML, CSS a plus, •\tHands-on experience with Internet products and technologies a plus, •\tFamiliar with cloud based service (SaaS) deployment and support, •\tExcellent interpersonal, questioning skills for in-depth analysis of attitudes, situations, problems and priorities to determine optimal strategies on how to address them and customer care skills, •\tAbility to deal with difficult client users and to work calmly and professionally under pressure, •\tLogical approach to troubleshooting including good analytical and problem solving skills, •\tGood accurate record keeping abilities – detail oriented, •\tNative Vietnamese speaker, •\tFluent in English"
661621edbb86ac211a66ea9a,https://www.vietnamworks.com/adobe-commerce-magento-tech-lead-1--1740296-jv?source=searchResults&searchType=2&placement=1740346&sortBy=latest,Adobe Commerce (Magento) Tech Lead,"Niteco Vietnam Co., Ltd",Thương lượng,2024-04-18,"Hanoi Head office: 14th Floor, CLand Tower, 156 Xa Dan II, Dong Da District, Hanoi, Vietnam; Ho Chi Minh City Office: Unit 2.3, 2nd floor, Etown 1, 364 Cong Hoa street, Tan Binh District, HCMC, Vietnam",19/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , Phần Mềm Máy Tính",Phần Mềm CNTT/Dịch vụ Phần mềm,Trưởng phòng,"Adobe, Magento, HTML, CSS, DevOps",Bất kỳ,"We are seeking an experienced Adobe Commerce (Magento) Tech Lead to lead the establishment of a new Adobe Commerce (Magento) delivery team. In this role, you will be responsible for leading a team of Adobe Commerce (Magento) developers, ensuring the successful implementation of Adobe Commerce (Magento) e-commerce solutions, and driving the technical excellence of our Adobe Commerce (Magento) projects., You will also play a pivotal role in architecting, developing, and maintaining robust, scalable, and high-performance Adobe Commerce (Magento) e-commerce solutions., Key responsibilities:, Team Leadership: Lead and mentor a team of Adobe Commerce (Magento) developers, fostering collaboration, skill development, and a culture of continuous improvement and high quality delivery., Technical Ownership: Take ownership of the technical architecture, design, and development of Adobe Commerce (Magento) e-commerce projects, ensuring adherence to best practices and industry standards., Code Review: Conduct regular code reviews to maintain code quality and consistency across projects., Technical Problem Solving: Identify and resolve technical challenges and roadblocks, ensuring the successful delivery of projects., Client Collaboration: Together with PM and BA, collaborate closely with clients and stakeholders to understand business requirements and translate them into technical solutions., Performance Optimization: Implement and optimize Adobe Commerce (Magento) e-commerce solutions for performance, scalability, and security., Stay Current: Stay updated with the latest Adobe Commerce (Magento) e-commerce trends, technologies, and best practices to make informed technical decisions.","• Minimum of 5 years of hands-on experience in Adobe Commerce (Magento) e-commerce development., • Proven experience in leading and managing Adobe Commerce (Magento) e-commerce development teams., • Strong knowledge of PHP, MySQL, JavaScript, HTML, and CSS., • In-depth understanding of Adobe Commerce (Magento) architecture and customization., • Proficiency in Adobe Commerce (Magento) 2.x/Adobe Commerce Cloud, including module development, theming, and API integration, PWA, • Experience with version control systems (e.g., Git) and DevOps practices., • Familiarity with e-commerce best practices, SEO, and performance optimization., • Excellent problem-solving skills and the ability to troubleshoot complex technical issues., • Strong communication and collaboration skills to work effectively with cross-functional teams and clients., • Have a solid understanding of Agile delivery methodology and lead teams in the implementation of the solution according to the design/architecture, • Creative thinking and a passion for delivering high-quality e-commerce solutions., • Ability to work in a fast-paced and dynamic environment., • Strong written and verbal communication skills; Ability to communicate effectively with technical"
661621edbb86ac211a66eaa4,https://www.vietnamworks.com/it-network-solution-architect-1740008-jv?source=searchResults&searchType=2&placement=1740058&sortBy=latest,IT - Network Solution Architect,Ngân Hàng TMCP Á Châu (ACB),Thương lượng,2024-04-18,"442 Nguyễn Thị Minh Khai, Phuờng 5, Quận 3, Thành phố Hồ Chí Minh",19/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , System/Cloud/DevOps Engineer",Ngân hàng,Trưởng phòng,"Network Solutions, Network Architecture, OpenStack, Kubernetes, Java",Tiếng Anh,"The Network Solution Architect is expected to provide network consultancy, plan, design, implementation and support to help ACB maximize network availability and functionality to achieve our business goals., Activities will include in-depth analysis, design (both for high and lower-level network solutions), deployment, support, and consultancy. The role holder needs to be very familiar with Cisco’s intend based networking technologies, including ACI, Software Defined-WAN and Software Defined Access solution. He/She needs to be working in a fast-paced, high-impact environment as a visible contributor delivering ACB’s commitments to our customers., As the Network Solution Architect, you will be responsible for:, • To interpret and assess the business and technical requirements and identify, suitable solution, • To work with principle vendors, produce architectural network designs for largescale complex networks, • To advise and build simulated networks in test labs to validate the design and solution, • To lead the overall deployment of complex network, • To provide input to estimated cost, timescale, resource skillset requirements with relevant stakeholders, internally and externally, • To provide support and troubleshooting for the network infrastructure related incidents and problems while implementing the project, • To work with the project/program manager and executes all phases of project delivery including plan, design, network staging, implementation, migration, testing, handover, etc, • To provide advice, guidance and expertise to promote adoption of methods and tools and adherence to policies and standards, • To support and promote the development and sharing of specialist knowledge within the organization","As the Network Solution Architect, you are expected to have:, • CCIE certifications in Enterprise, Data Centre or Security are highly preferred. Openstack, VCP, RedHat Certification is a plus, • Understanding of Cisco Software Defined Access architecture and solution. Practical experience in design, test, implement of SDA and Wireless solutions, • Understanding of Cisco SD-WAN architecture and solution. Practical experience in design, test, implement of SD-WAN solutions, • Understanding of Data Center architectures, including virtualization, experience in planning, design & implementation of Data Center infrastructure., • Strong knowledge on DNAC, Wireless, ISE with hands on experience, • Good Knowledge on SDN and NFV based solution, Service Orchestration., • Rich design and hands on experience on ACI technology with Multi-POD, Multi-Site, • Hands on experience with Nexus Product Family (N9K, N7K, N5K, N2K), and Vxlan, DCI, OTV technologies, as well as Catalyst series switches (2960/3560/3750/4500/6500/6800, etc), • Familiar with the following technology: STP, HSRP, IGP/EGP routing protocols, MPLS, BGP, high availability, network/device security, netflow, QoS, IP SLA, network management., • Strong knowledge and experience on Java, Linux, Python, Virtualization, OpenStack, Kubernetes, Container., • Public / Private Cloud experience and knowledge is a plus, • Excellent communication & interpersonal skills, Effective consulting and communication skills, • Demonstrated industry awareness, especially in finance/banking sector, • Excellent analytical, strategic conceptual thinking, strategic planning and execution skills, ""Youll Love Working Here"", •       Average 15 Montly Base salary per year, •       ACB Health Care., •       Meal Allowance., •       Preferential loan as regulated by ACB, •       Yearly Medical Checkup & Team building activities., •       Professional and Transparent Working Environment, Working location: 444 Cach Mang Thang Tam, W5, D.3, HCM"
661621edbb86ac211a66eaa6,https://www.vietnamworks.com/truong-bo-phan-quan-ly-rui-ro-an-ninh-thong-tin-phong-quan-tri-rui-ro-hoat-dong-khoi-qtrr--1754654-jv?source=searchResults&searchType=2&placement=1754704&sortBy=latest,"Trưởng Bộ Phận Quản Lý Rủi Ro An Ninh Thông Tin, Phòng Quản Trị Rủi Ro Hoạt Động, Khối QTRR",Ngân Hàng TMCP Đại Chúng Việt Nam,Thương lượng,2024-04-18,Số 22 Ngô Quyền - Hà Nội - Việt Nam,19/03/2024,"Công Nghệ Thông Tin/Viễn Thông,  > , Bảo Mật Công Nghệ Thông Tin",Ngân hàng,Trưởng phòng,"IT Audit, Quản Lý Rủi Ro, An Ninh Thông Tin, Tiếng Anh, Quản Lý Dữ Liệu",Bất kỳ,"Chịu trách nhiệm xây dựng, triển khai và giám sát khung quản lý An ninh Thông tin của PVcomBank;, • Bám sát các mối đe dọa bảo mật và giúp ban lãnh đạo hiểu các vấn đề về rủi ro an ninh thông tin tiềm ẩn;, • Thu thập và quản lý các dữ liệu về rủi ro an ninh thông tin (các chỉ số rủi ro chính), bao gồm mức độ tuân thủ với các chính sách, quy định và luật về an ninh thông tin;, • Báo cáo định kỳ về hiệu quả của chương trình quản lý rủi ro an ninh Chịu trách nhiệm xây dựng, triển khai và giám sát khung quản lý An ninh Thông tin của PVcomBank;, • Bám sát các mối đe dọa bảo mật và giúp ban lãnh đạo hiểu các vấn đề về rủi ro an ninh thông tin tiềm ẩn;, • Thu thập và quản lý các dữ liệu về rủi ro an ninh thông tin (các chỉ số rủi ro chính), bao gồm mức độ tuân thủ với các chính sách, quy định và luật về an ninh thông tin;, • Báo cáo định kỳ về hiệu quả của chương trình quản lý rủi ro an ninh","• Tốt nghiệp đại học (trở lên) chuyên ngành CNTT hoặc ĐTVT., • Tối thiểu 05 năm kinh nghiệm trong lĩnh vực An ninh Thông tin/ An toàn bảo mật tại trong ngành tài chính/ ngân hàng., • Khả năng tư duy logic, lập kế hoạch, quản lý quy trình, quản lý thay đổi tốt., • Khả năng làm việc theo nhóm tốt có thể tự chủ động điều phối được công việc các thành viên trong 1 nhóm để thực hiện công việc., • Có khả năng thuyết trình, thuyết phục các bên liên quan để giải quyết công việc được giao., • Ưu tiên: Các ứng viên có chứng chỉ chuyên môn liên quan đến IT Risk; IT Audit., • Có khả năng sử dụng thành thạo tiếng anh chuyên ngành., • Có kỹ năng phân tích, tổng hợp thông tin., • Có kỹ năng phản biện và chú ý đến chi tiết., • Có khả năng đi công tác, chịu áp lực cao."
